"venue_name","timezone"
"Headington Family Tennis Center - Court 6","America/Chicago"
"Headington Family Tennis Center - Indoor 6","America/Chicago"
"Headington Family Tennis Center - Indoor 2","America/Chicago"
"Headington Family Tennis Center - Indoor 5","America/Chicago"
"Headington Family Tennis Center - Indoor 1","America/Chicago"
"Headington Family Tennis Center - Indoor 4","America/Chicago"
"Rick Macci Tennis Center - Court 15","America/New_York"
"Rick Macci Tennis Center - Court 07","America/New_York"
"Rick Macci Tennis Center - Court 09","America/New_York"
"Rick Macci Tennis Center - Court 10","America/New_York"
"Rick Macci Tennis Center - Court 12","America/New_York"
"Rick Macci Tennis Center - Court 13","America/New_York"
"David X Marks Tennis Stadium - Court 3","America/Los_Angeles"
"David X Marks Tennis Stadium - Court 1","America/Los_Angeles"
"Court 3","Europe/Berlin"
"David X. Marks Tennis Stadium - Court 5","America/Los_Angeles"
"David X. Marks Tennis Stadium - Court 6","America/Los_Angeles"
"David X. Marks Tennis Stadium - Court 4","America/Los_Angeles"
"David X. Marks Tennis Stadium - Court 2","America/Los_Angeles"
"Royal SC Tennis - Court 02","Asia/Tokyo"
"Royal SC Tennis - Court 04","Asia/Tokyo"
"Royal SC Tennis - Court 06","Asia/Tokyo"
"Royal SC Tennis - Court 05","Asia/Tokyo"
"Royal SC Tennis - Court 03","Asia/Tokyo"
"Royal SC Tennis - Court 01","Asia/Tokyo"
"LSU - Court 04","America/Chicago"
"LSU - Court 02","America/Chicago"
"LSU - Court 03","America/Chicago"
"LSU - Court 01","America/Chicago"
"LSU - Court 06","America/Chicago"
"Robson Tennis Center - Court 1","America/Phoenix"
"Robson Tennis Center - Court 2","America/Phoenix"
"Robson Tennis Center - Court 3","America/Phoenix"
"Wake Forest Tennis Center - Indoor - Court 01","America/New_York"
"Wake Forest Tennis Center - Indoor - Court 02","America/New_York"
"Wake Forest Tennis Center - Indoor - Court 03","America/New_York"
"Wake Forest Tennis Center - Indoor - Court 04","America/New_York"
"Wake Forest Tennis Center - Indoor - Court 05","America/New_York"
"Wake Forest Tennis Center - Outdoor - Court 01","America/New_York"
"Wake Forest Tennis Center - Outdoor - Court 02","America/New_York"
"Wake Forest Tennis Center - Outdoor - Court 04","America/New_York"
"Wake Forest Tennis Center - Outdoor - Court 03","America/New_York"
"Wake Forest Tennis Center - Outdoor - Court 06","America/New_York"
"Wake Forest Tennis Center - Outdoor - Court 05","America/New_York"
"Palmira Tennis Club - Court 04","America/Los_Angeles"
"Palmira Tennis Club - Court 02","America/Los_Angeles"
"Palmira Tennis Club - Court 01","America/Los_Angeles"
"Court 1","America/Mexico_City"
"Court 2","America/Mexico_City"
"Court 4","America/Mexico_City"
"Tennis Courts of the SW University Neofit Rilski - Court 3","Europe/Sofia"
"Tennis Courts of the SW University Neofit Rilski - Court 1","Europe/Sofia"
"Tennis Courts of the SW University Neofit Rilski - Court 2","Europe/Sofia"
"Penina Hotel & Golf Resort - 2. FREDGIL","Europe/Lisbon"
"Clube Tenis Portimao - Court FREDGIL (Indoor)","Europe/Lisbon"
"Clube Tenis Portimao - Court Portimão (Indoor)","Europe/Lisbon"
"Penina Hotel & Golf Resort - 4. Court Gold Nutrition","Europe/Lisbon"
"Penina Hotel and Golf Resort - 3. Court Portimao","Europe/Lisbon"
"Penina Hotel and Golf Resort - 1. Court Penina","Europe/Lisbon"
"Bloomington - Court 8","America/Indiana/Indianapolis"
"Bloomington - Court 7","America/Indiana/Indianapolis"
"Bloomington - Court 6","America/Indiana/Indianapolis"
"Bloomington - Court 5","America/Indiana/Indianapolis"
"Atlantis The Palm - Court 3","Asia/Dubai"
"Atlantis The Palm - Court 2","Asia/Dubai"
"Atlantis The Palm - Court 1","Asia/Dubai"
"Atlantis The Palm - Court 4","Asia/Dubai"
"Center Court","Asia/Singapore"
"Court 1","Asia/Singapore"
"KPI Park - Court 01","Asia/Tokyo"
"KPI Park - Court 02","Asia/Tokyo"
"KPI Park - Court 03","Asia/Tokyo"
"KPI Park - Court 04","Asia/Tokyo"
"KPI Park - Court 05","Asia/Tokyo"
"KPI Park - Court 06","Asia/Tokyo"
"Green Tennis Plaza - Court 01","Asia/Tokyo"
"Green Tennis Plaza - Court 07","Asia/Tokyo"
"Green Tennis Plaza - Court 06","Asia/Tokyo"
"Green Tennis Plaza - Court 05","Asia/Tokyo"
"Green Tennis Plaza - Court 02","Asia/Tokyo"
"Green Tennis Plaza - Court 03","Asia/Tokyo"
"Green Tennis Plaza - Court 04","Asia/Tokyo"
"Court 01","America/New_York"
"Court 02","America/New_York"
"Georgia Gwinnett - Court 03","America/New_York"
"Georgia Gwinnett - Court 04","America/New_York"
"Georgia Gwinnett - Court 06","America/New_York"
"Sport Center Visnjik Court 4 (Clay)","Europe/Zagreb"
"Sport Center Visnjik Court 5 (Clay)","Europe/Zagreb"
"Sport Center Visnjik Court 6 (Clay)","Europe/Zagreb"
"Sport Center Visnjik (Clay) - Court 3","Europe/Zagreb"
"Sport Center Visnjik (Clay) - Court 1","Europe/Zagreb"
"Sport Center Visnjik (Clay) - Court 2","Europe/Zagreb"
"Court 1","Europe/Paris"
"Court Central","Europe/Paris"
"Grandstand","America/Santo_Domingo"
"Estadio","America/Santo_Domingo"
"Cancha 1","America/Santo_Domingo"
"Manzanillo - Court 03","America/Mexico_City"
"Manzanillo - Court 01","America/Mexico_City"
"Manzanillo - Court 02","America/Mexico_City"
"Manzanillo - Court 04","America/Mexico_City"
"Estadio","America/Mexico_City"
"Cancha 1","America/Mexico_City"
"Cancha 2","America/Mexico_City"
"Estadio Tres Marias","America/Mexico_City"
"Grandstand Pablo Arroyo","America/Mexico_City"
"Court 1","America/Mexico_City"
"Estadio Akron","America/Mexico_City"
"Cancha 1","America/Mexico_City"
"Sheraton Buganvilias","America/Mexico_City"
"Tennis Club Porto Rose - Centre Court","Europe/Rome"
"Tennis Club Porto Rose - Court 1","Europe/Rome"
"Tennis Club Porto Rose - Court 2","Europe/Rome"
"Cc. Banco De Chile","America/Santiago"
"C2 Shell","America/Santiago"
"C3 Costa","America/Santiago"
"C4 Skechers","America/Santiago"
"Menorca Center Court","Europe/Madrid"
"San Miguel Court 2","Europe/Madrid"
"Joma Court 3","Europe/Madrid"
"Tenis Club Crvena Zvezda - Court 01","Europe/Belgrade"
"Tenis Club Crvena Zvezda - Court 02","Europe/Belgrade"
"Tenis Club Crvena Zvezda - Court 04","Europe/Belgrade"
"Tenis Club Crvena Zvezda - Court 03","Europe/Belgrade"
"Center Court","Europe/Rome"
"Court 2","Europe/Rome"
"Court 1","Europe/Rome"
"Carvoeiro Clube de Tenis - 05. Court FredGil","Europe/Lisbon"
"Carvoeiro Clube de Tenis - 09. Court Lagoa","Europe/Lisbon"
"Carvoeiro Clube de Tenis - 04. Court Carvoeiro","Europe/Lisbon"
"Carvoeiro Clube de Tenis - 08. Court Details","Europe/Lisbon"
"Nick Bollettieri Court","America/New_York"
"Court 14","America/New_York"
"Court 7","America/New_York"
"Court COFINA NEEMBA","Africa/Abidjan"
"Court CNPS","Africa/Abidjan"
"Central KAYDAN","Africa/Abidjan"
"Loughborough University - Court 07","Europe/London"
"Loughborough University - Court 06","Europe/London"
"Loughborough University - Court 08","Europe/London"
"Loughborough University - Court 05","Europe/London"
"Mitchell Tennis Center - Texas AM - Court 01","America/Chicago"
"Mitchell Tennis Center - Texas AM - Court 02","America/Chicago"
"Mitchell Tennis Center - Texas AM - Court 03","America/Chicago"
"Mitchell Tennis Center - Texas AM - Court 04","America/Chicago"
"Mitchell Tennis Center - Texas AM - Court 05","America/Chicago"
"Mitchell Tennis Center - Texas AM - Court 06","America/Chicago"
"National Tennis Center - Outdoor - Court 1","Europe/Bucharest"
"National Tennis Center - Outdoor - Court 2","Europe/Bucharest"
"National Tennis Center - Outdoor - Court 3","Europe/Bucharest"
"National Tennis Center - Outdoor - Court 7","Europe/Bucharest"
"National Tennis Center - Outdoor - Court 8","Europe/Bucharest"
"National Tennis Center - Outdoor - Court 9","Europe/Bucharest"
"National Tennis Center - Outdoor - Court 06","Europe/Bucharest"
"National Tennis Center - Outdoor - Court 10","Europe/Bucharest"
"Central","Europe/Paris"
"Court 1","Europe/Paris"
"Court 2","Europe/Paris"
"Court 1","Europe/Madrid"
"Court 2","Europe/Madrid"
"Centre Court","Europe/Madrid"
"Court 3","Europe/Madrid"
"Tennis Club Favorit - Court 1","Europe/Sofia"
"Tennis Club Favorit - Court 2","Europe/Sofia"
"Tennis Club Favorit - Court 3","Europe/Sofia"
"Tennis Club Favorit - Court 4","Europe/Sofia"
"Tennis Club Favorit - Court 5","Europe/Sofia"
"Central Court","Europe/Chisinau"
"Court 1","Europe/Chisinau"
"Court 2","Europe/Chisinau"
"Court 4","Europe/Chisinau"
"Court 3","Europe/Chisinau"
"Indoor 1","Europe/Chisinau"
"Indoor 2","Europe/Chisinau"
"Indoor 5","Europe/Chisinau"
"Court 01","America/Chicago"
"Court 05","America/Chicago"
"Court 06","America/Chicago"
"Court 02","America/Chicago"
"University of Alabama Tennis Stadium - Court 03","America/Chicago"
"Atkins Tennis Center Indoor - Indoor 2","America/Chicago"
"Atkins Tennis Center Indoor - Indoor 4","America/Chicago"
"Atkins Tennis Center Indoor - Indoor 3","America/Chicago"
"Atkins Tennis Center Indoor - Indoor 1","America/Chicago"
"Goodfriend Tennis Center - Court 02","America/New_York"
"Goodfriend Tennis Center - Court 01","America/New_York"
"Goodfriend Tennis Center - Court 03","America/New_York"
"Goodfriend Tennis Center - Court 05","America/New_York"
"Goodfriend Tennis Center - Court 04","America/New_York"
"Goodfriend Tennis Center - Court 06","America/New_York"
"TC Empire Trnava - Court 8","Europe/Bratislava"
"TC Empire Trnava - Court 7","Europe/Bratislava"
"TC Empire Trnava - Court 5","Europe/Bratislava"
"TC Empire Trnava - Court 4","Europe/Bratislava"
"TC EMPIRE TRNAVA - Court 9","Europe/Bratislava"
"Court 1","Europe/Berlin"
"Court 2","Europe/Berlin"
"Hoertkorn Court","Europe/Berlin"
"Center Court","Europe/Zagreb"
"Court 1","Europe/Zagreb"
"Court 2","Europe/Zagreb"
"Aforza - Court 07","America/Edmonton"
"Aforza - Court 08","America/Edmonton"
"Tennis Club Jug - Court 05","Europe/Belgrade"
"Tennis Club Jug - Court 06","Europe/Belgrade"
"Tennis Club Jug - Court 08","Europe/Belgrade"
"Tennis Club Jug - Court 01","Europe/Belgrade"
"Tennis Club Jug - Court 07","Europe/Belgrade"
"Fukui Sports Park - Court 1","Asia/Tokyo"
"Fukui Sports Park - Court 2","Asia/Tokyo"
"Fukui Sports Park - Court 3","Asia/Tokyo"
"Nudgee Grammar - Court 1","Australia/Brisbane"
"Nudgee Grammar - Court 2","Australia/Brisbane"
"Nudgee Grammar - Court 3","Australia/Brisbane"
"Nudgee Grammar - Court 4","Australia/Brisbane"
"Nudgee College - Court 6","Australia/Brisbane"
"Nudgee College - Court 5","Australia/Brisbane"
"Wimbledon Tennis and Pickleball Club - Court 3","America/New_York"
"Wimbledon Tennis and Pickleball Club - Court 2","America/New_York"
"Wimbledon Tennis and Pickleball Club - Court 4","America/New_York"
"Umag - ATP STADIUM GORAN IVANISEVIC - Stadium Goran Ivanisev","Europe/Zagreb"
"Umag - ATP STADIUM GORAN IVANISEVIC - Studenac Arena","Europe/Zagreb"
"Umag - ATP STADIUM GORAN IVANISEVIC - Court Nr.1","Europe/Zagreb"
"Centre Court","Europe/Brussels"
"Court 1","Europe/Brussels"
"Court 3","Europe/Brussels"
"The Grand Slam Club","Europe/Brussels"
"The Indian Maharadja","Europe/Brussels"
"The KNLTB","Europe/Brussels"
"Court 1","Europe/Rome"
"Court 2","Europe/Rome"
"Michael and Anne Greenwood Tennis Center - Court 01","America/Chicago"
"Michael and Anne Greenwood Tennis Center - Court 02","America/Chicago"
"Michael and Anne Greenwood Tennis Center - Court 03","America/Chicago"
"Michael and Anne Greenwood Tennis Center - Court 04","America/Chicago"
"Churchie Grammar - Court 1","Australia/Brisbane"
"Churchie Grammar - Court 2","Australia/Brisbane"
"Churchie Grammar - Court 3","Australia/Brisbane"
"Churchie Grammar - Court 4","Australia/Brisbane"
"Churchie Grammar - Court 6","Australia/Brisbane"
"Churchie Grammar - Court 5","Australia/Brisbane"
"TG Nord Dusseldorf e.V. - Court 01","Europe/Berlin"
"TG Nord Dusseldorf e.V. - Court 04","Europe/Berlin"
"TG Nord Dusseldorf e.V. - Court 06","Europe/Berlin"
"TG Nord Dusseldorf e.V. - Court 02","Europe/Berlin"
"TG Nord Dusseldorf e.V. - Court 03","Europe/Berlin"
"Center Court","Europe/Rome"
"Court 1","Europe/Rome"
"Jim and Nell Hawkins Indoor Tennis Center - Court 1","America/Chicago"
"Jim and Nell Hawkins Indoor Tennis Center - Court 3","America/Chicago"
"Jim and Nell Hawkins Indoor Tennis Center - Court 2","America/Chicago"
"Jim and Nell Hawkins Indoor Tennis Center - Court 4","America/Chicago"
"Platzmann Centre Court","Europe/Berlin"
"Mark-E Power Court","Europe/Berlin"
"Wolf Stadium Court","Europe/Berlin"
"Court 5","Europe/Berlin"
"TENNISGESELLSCHAFT ROT-WEISS Monchengladbach - Court 9","Europe/Berlin"
"TENNISGESELLSCHAFT ROT-WEISS Monchengladbach - Court 4","Europe/Berlin"
"TENNISGESELLSCHAFT ROT-WEISS Monchengladbach - Court 5","Europe/Berlin"
"TENNISGESELLSCHAFT ROT-WEISS Monchengladbach - Court 10","Europe/Berlin"
"TENNISGESELLSCHAFT ROT-WEISS Monchengladbach - Court 8","Europe/Berlin"
"Centre Court","Europe/Berlin"
"Court 2","Europe/Berlin"
"Match Court 2","Europe/Berlin"
"Match Court 3","Europe/Berlin"
"Burrows-Burleson Tennis Center - Court 1","America/New_York"
"Burrows-Burleson Tennis Center - Court 2","America/New_York"
"Burrows-Burleson Tennis Center - Court 3","America/New_York"
"Burrows-Burleson Tennis Center - Court 4","America/New_York"
"Burrows-Burleson Tennis Center - Court 5","America/New_York"
"Burrows-Burleson Tennis Center - Court 6","America/New_York"
"Dan Magill Tennis Complex - Court 01","America/New_York"
"Dan Magill Tennis Complex - Court 02","America/New_York"
"Dan Magill Tennis Complex - Court 03","America/New_York"
"Dan Magill Tennis Complex - Court 04","America/New_York"
"Dan Magill Tennis Complex - Court 05","America/New_York"
"Dan Magill Tennis Complex - Court 06","America/New_York"
"Halton-Wagner Tennis Complex - Court 1","America/New_York"
"Halton-Wagner Tennis Complex - Court 2","America/New_York"
"Halton-Wagner Tennis Complex - Court 3","America/New_York"
"Halton-Wagner Tennis Complex - Court 7","America/New_York"
"Halton-Wagner Tennis Complex - Court 8","America/New_York"
"Halton-Wagner Tennis Complex - Court 9","America/New_York"
"Skip and Cindy Hogan Tennis Center at USD - Court 1","America/Los_Angeles"
"Skip and Cindy Hogan Tennis Center at USD - Court 2","America/Los_Angeles"
"Skip and Cindy Hogan Tennis Center at USD - Court 3","America/Los_Angeles"
"Skip and Cindy Hogan Tennis Center at USD - Court 5","America/Los_Angeles"
"Skip and Cindy Hogan Tennis Center at USD - Court 6","America/Los_Angeles"
"Skip and Cindy Hogan Tennis Center at USD - Court 7","America/Los_Angeles"
"Skip and Cindy Hogan Tennis Center at USD - Court 4","America/Los_Angeles"
"Stadium","America/New_York"
"Court 1","America/New_York"
"Court 2","America/New_York"
"Queens Park - Court 2","Australia/Brisbane"
"Queens Park - Court 6","Australia/Brisbane"
"Queens Park - Court 8","Australia/Brisbane"
"Queens Park - Court 1","Australia/Brisbane"
"Queens Park - Court 3","Australia/Brisbane"
"Queens Park - Court 7","Australia/Brisbane"
