"venue_name","complex_name"
"Central Cabesto","Tennis Sporting Club de Cassis Les Gorguettes"
"Court Club House","Tennis Sporting Club de Cassis Les Gorguettes"
"Court 8","Tennis Sporting Club de Cassis Les Gorguettes"
"Court 9","Tennis Sporting Club de Cassis Les Gorguettes"
"Court 1","Tennis Sporting Club de Cassis Les Gorguettes"
"Court 7","Tennis Sporting Club de Cassis Les Gorguettes"
"Court 2","Tennis Sporting Club de Cassis Les Gorguettes"
"Court 1","Tennis Club ""Tennispark"""
"Court 5","Tennis Club ""Tennispark"""
"Court 2","Tennis Club ""Tennispark"""
"Court 3","Tennis Club ""Tennispark"""
"Court 4","Tennis Club ""Tennispark"""
"Court 10","Tennis Club ""Tennispark"""
"Court 12","Tennis Club ""Tennispark"""
"Court 11","Tennis Club ""Tennispark"""
"Court 3","Real Club de Tenis Betis"
"Court 2","Real Club de Tenis Betis"
"Pista 4","Real Club de Tenis Betis"
"Pista 1","Real Club de Tenis Betis"
"Center Court","Real Club de Tenis Betis"
"Central","Real Club de Tenis Betis"
"Court 6","Real Club de Tenis Betis"
"Court 5","Real Club de Tenis Betis"
"Court 9","Real Club de Tenis Betis"
"Court 1","Real Club de Tenis Betis"
"Pista 6","Real Club de Tenis Betis"
"Pista 5","Real Club de Tenis Betis"
"Pista 2","Real Club de Tenis Betis"
"Pista 3","Real Club de Tenis Betis"
"Centre Court","Tennis Club Tulln"
"Court 1","Tennis Club Tulln"
"Court 2","Tennis Club Tulln"
"Court 3","Tennis Club Tulln"
"Grandstand","Tennis Club Tulln"
"Center Court","TED Tenis Eskrim Dagcilik Spor Kulubu"
"Court 9 Limak","TED Tenis Eskrim Dagcilik Spor Kulubu"
"Court 3","TED Tenis Eskrim Dagcilik Spor Kulubu"
"Grand Tarabaya Court","TED Tenis Eskrim Dagcilik Spor Kulubu"
"Cancha 2","Club Rancho San Francisco"
"Cancha 5","Club Rancho San Francisco"
"Cancha 1","Club Rancho San Francisco"
"Cancha 3","Club Rancho San Francisco"
"Stadium","Club Rancho San Francisco"
"Cancha 4","Club Rancho San Francisco"
"Cancha 8","Club Rancho San Francisco"
"Central Court","Wojska Polskiego"
"Court 1","Wojska Polskiego"
"Court 2","Wojska Polskiego"
"Court 6","Wojska Polskiego"
"Court 8","Wojska Polskiego"
"Court 5","Wojska Polskiego"
"Court 4","Wojska Polskiego"
"Court 3","Wojska Polskiego"
"Court 7","Wojska Polskiego"
"Court Francoise Savatier","Le Liberte"
"Court Le Liberte","Le Liberte"
"Court Saint Gregoire 1","Le Liberte"
"Center Court","Jan Group Arena"
"Court 2","Jan Group Arena"
"Court 3","Jan Group Arena"
"Court 1","Jan Group Arena"
"Court 4","Jan Group Arena"
"Match Court","Jan Group Arena"
"Centre Court","Lyttos Sportscenter"
"Court 20","Lyttos Sportscenter"
"Court 21","Lyttos Sportscenter"
"Court 2","Centrul National de Tenis"
"COURT 3","Centrul National de Tenis"
"Court 1","Centrul National de Tenis"
"Central Court","Centrul National de Tenis"
"Court 8","Centrul National de Tenis"
"Court 10","Centrul National de Tenis"
"Court 6","Centrul National de Tenis"
"Court 7","Centrul National de Tenis"
"Court 9","Centrul National de Tenis"
"Estadio 1. de Maio","Clube de Tenis de Braga"
"Center Court","Clube de Tenis de Braga"
"Court 1","Clube de Tenis de Braga"
"Court 2","Clube de Tenis de Braga"
"Court 3","Clube de Tenis de Braga"
"Indoor 6","Clube de Tenis de Braga"
"Indoor 5","Clube de Tenis de Braga"
"Indoor 1","Clube de Tenis de Braga"
"Indoor 2","Clube de Tenis de Braga"
"Center Court","Club Tungurahua"
"Court 1","Club Tungurahua"
"Court 2","Club Tungurahua"
"Court 3","Club Tungurahua"
"Court 4","Club Tungurahua"
"Centre Court","Tennis Club Pamira"
"Court 5","Tennis Club Pamira"
"Court 6","Tennis Club Pamira"
"Court 8","Tennis Club Pamira"
"Court 7","Tennis Club Pamira"
"Barnes Stadium","Barnes Tennis Center"
"Stadium 2","Barnes Tennis Center"
"Court 1","Barnes Tennis Center"
"Grandstand","Barnes Tennis Center"
"Stadium Court","Barnes Tennis Center"
"Hologic Court 2","Barnes Tennis Center"
"Court 2","Barnes Tennis Center"
"Court 2","Tennis Club Napoli"
"Arena","Tennis Club Napoli"
"Campo D'Avalos","Tennis Club Napoli"
"Campo Fabrizio Gasparini","Tennis Club Napoli"
"Court 1","Tennis Club Napoli"
"TC Pozzuoli Court 1","Tennis Club Napoli"
"TC Pozzuoli Court 2","Tennis Club Napoli"
"Campo 2","Tennis Club Napoli"
"Centre Court","Tennis Club Napoli"
"Center Court","Sporting Poseidon"
"Court 1","Sporting Poseidon"
"Court 2","Sporting Poseidon"
"Court 3","Sporting Poseidon"
"Center Court","Abama Tennis Academy"
"Court 2","Abama Tennis Academy"
"Court 3","Abama Tennis Academy"
"Court 1","Abama Tennis Academy"
"Grandstand","Abama Tennis Academy"
"Court 5","Abama Tennis Academy"
"Court 6","Abama Tennis Academy"
"Tennis Centar Punta","Ljubicic Tennis Academy"
"Court 4","PalaNorda"
"PalaAgnelli","PalaNorda"
"Italcementi","PalaNorda"
"Palaintred","PalaNorda"
"Court 1","Greater Midland Tennis Center"
"Meredith McGrath Stadium Court","Greater Midland Tennis Center"
"Court 2","Greater Midland Tennis Center"
"Court 4","Greater Midland Tennis Center"
"Court Pierre Troisgros","Le Scarabee"
"Court 1","Le Scarabee"
"Centre Court","Inalpi Arena"
"Court 1","Iate Club de Brasilia"
"Court 2","Iate Club de Brasilia"
"Court 3","Iate Club de Brasilia"
"Centre Court","Iate Club de Brasilia"
"Quadra 9","Iate Club de Brasilia"
"Indoor 5","Iate Club de Brasilia"
"Indoor 4","Iate Club de Brasilia"
"Court 3","Public Security Officers Club"
"Court 4","Public Security Officers Club"
"Court 5","Public Security Officers Club"
"Center Court","Public Security Officers Club"
"Court 1","Public Security Officers Club"
"Court 7","Public Security Officers Club"
"Court CC","Public Security Officers Club"
"Court 2","Public Security Officers Club"
"Center Court","New Country Tennis Academy"
"Court 1","New Country Tennis Academy"
"Court 3","New Country Tennis Academy"
"Court 2","New Country Tennis Academy"
"Indoor Court","New Country Tennis Academy"
"Estadio Puerto Vallarta","Parque Parota"
"Cancha La Aficion","Parque Parota"
"Center Court","Parque Parota"
"Court 2","Parque Parota"
"Court 3","Parque Parota"
"Cancha 7","Parque Parota"
"Estadio Puerto Magico","Parque Parota"
"Cancha Vino America","Parque Parota"
"Center Court","Circolo Tennis Villa Carpena"
"Grandstand","Circolo Tennis Villa Carpena"
"Court 1","Circolo Tennis Villa Carpena"
"Court 2","Circolo Tennis Villa Carpena"
"Court 3","Circolo Tennis Villa Carpena"
"Citta Di Forl√¨","Circolo Tennis Villa Carpena"
"Gencom","Circolo Tennis Villa Carpena"
"Centre Court 1","Clube Hipico Santo Amaro"
"Court 1","Clube Hipico Santo Amaro"
"Court 2","Clube Hipico Santo Amaro"
"Court 3","Clube Hipico Santo Amaro"
"Court 7","Clube Hipico Santo Amaro"
"Court 11","Clube Hipico Santo Amaro"
"Court 4","Clube Hipico Santo Amaro"
"Court 12","Clube Hipico Santo Amaro"
"Court 9","Clube Hipico Santo Amaro"
"Court 10","Clube Hipico Santo Amaro"
"Court 8","Clube Hipico Santo Amaro"
"Court 13","Clube Hipico Santo Amaro"
"Centre Court","Clube Hipico Santo Amaro"
"Court 14","Clube Hipico Santo Amaro"
"Quadra Central","Clube Hipico Santo Amaro"
"Quadra 13","Clube Hipico Santo Amaro"
"Quadra 14","Clube Hipico Santo Amaro"
"Quadra 8","Clube Hipico Santo Amaro"
"Quadra 3","Clube Hipico Santo Amaro"
"Quadra 2","Clube Hipico Santo Amaro"
"Center Court","Megasaray Tennis Academy"
"Court 5","Megasaray Tennis Academy"
"Court 6","Megasaray Tennis Academy"
"Court 4","Megasaray Tennis Academy"
"Court 9","Megasaray Tennis Academy"
"Court 2","Megasaray Tennis Academy"
"Court 8","Megasaray Tennis Academy"
"Court 11","Megasaray Tennis Academy"
"Court 10","Megasaray Tennis Academy"
"Court 16","Megasaray Tennis Academy"
"Court 13","Megasaray Tennis Academy"
"Court 7","Megasaray Tennis Academy"
"Court 22","Megasaray Tennis Academy"
"Court 17","Megasaray Tennis Academy"
"Court 20","Megasaray Tennis Academy"
"Court 21","Megasaray Tennis Academy"
"Court 1","Megasaray Tennis Academy"
"Court 3","Megasaray Tennis Academy"
"Court 14","Megasaray Tennis Academy"
"Court 23","Megasaray Tennis Academy"
"Court 24","Megasaray Tennis Academy"
"Court 3","Arena Loire Trelaze"
"Court Central","Arena Loire Trelaze"
"Court 7","Arena Loire Trelaze"
"Court 4","Arena Loire Trelaze"
"Court 5","Arena Loire Trelaze"
"Centre Court","Arena Loire Trelaze"
"Court 6","Arena Loire Trelaze"
"Court 1","Parque Olimpico do Rio de Janeiro"
"Court 2","Parque Olimpico do Rio de Janeiro"
"Court 11","Seoul Olympic Park Tennis Center"
"Indoor 5","Seoul Olympic Park Tennis Center"
"Indoor 7","Seoul Olympic Park Tennis Center"
"Indoor 8","Seoul Olympic Park Tennis Center"
"Court 4","Seoul Olympic Park Tennis Center"
"Centre Court","Seoul Olympic Park Tennis Center"
"Court 3","Seoul Olympic Park Tennis Center"
"Indoor C5","Seoul Olympic Park Tennis Center"
"Indoor 6","Seoul Olympic Park Tennis Center"
"Grandstand","Seoul Olympic Park Tennis Center"
"Court 1","Seoul Olympic Park Tennis Center"
"Stadium","Styslinger Altec Tennis Complex"
"Grandstand","Styslinger Altec Tennis Complex"
"Court 1","Multisport Sports Club"
"Court 2","Multisport Sports Club"
"Court 3","Multisport Sports Club"
"Court 9","Multisport Sports Club"
"Court 5","Multisport Sports Club"
"Court 8","Multisport Sports Club"
"Court 11","Multisport Sports Club"
"Court 4","Multisport Sports Club"
"Court 10","Multisport Sports Club"
"Court 12","Multisport Sports Club"
"Court 7","Multisport Sports Club"
"Court 6","Multisport Sports Club"
"Court 10","Multisport Sports Club"
"Central Court","Multisport Sports Club"
"Court 4","Tennis Academy El Cortijo Club De Campo"
"Court 5","Tennis Academy El Cortijo Club De Campo"
"Court Center","Tennis Academy El Cortijo Club De Campo"
"Court 2","Tennis Academy El Cortijo Club De Campo"
"Court 3","Tennis Academy El Cortijo Club De Campo"
"Grandstand","Tennis Academy El Cortijo Club De Campo"
"Court 1","Tennis Academy El Cortijo Club De Campo"
"Campo Centrale","Circolo Della Stampa Sporting"
"Court 1","Circolo Della Stampa Sporting"
"Campo 2","Circolo Della Stampa Sporting"
"Court 3","Circolo Della Stampa Sporting"
"Campo 4","Circolo Della Stampa Sporting"
"Campo 5","Circolo Della Stampa Sporting"
"Campo 9","Circolo Della Stampa Sporting"
"Indoor 1","Circolo Della Stampa Sporting"
"Indoor 2","Circolo Della Stampa Sporting"
"Campo 3","Circolo Della Stampa Sporting"
"Court 1","The Lawn Tennis Association of Thailand"
"Court A","The Lawn Tennis Association of Thailand"
"Court 8","The Lawn Tennis Association of Thailand"
"Court 3","The Lawn Tennis Association of Thailand"
"Court 2","The Lawn Tennis Association of Thailand"
"Center Court","The Lawn Tennis Association of Thailand"
"Court B","The Lawn Tennis Association of Thailand"
"Center Court","Tennis Club Roseto"
"Court 1","Tennis Club Roseto"
"Court 2","Tennis Club Roseto"
"Court 3","Tennis Club Roseto"
"Cancha Central","Club Manquehue de Vitacura"
"Court 2","Club Manquehue de Vitacura"
"Cancha 4","Club Manquehue de Vitacura"
"Cancha 6","Club Manquehue de Vitacura"
"Cancha 14","Club Manquehue de Vitacura"
"Cancha 16","Club Manquehue de Vitacura"
"Cancha 17","Club Manquehue de Vitacura"
"Cancha 1","Club Manquehue de Vitacura"
"Cancha 3","Club Manquehue de Vitacura"
"Centre Court","Club Manquehue de Vitacura"
"Court 16","Club Manquehue de Vitacura"
"Court 15","Club Manquehue de Vitacura"
"Court 11","Club Manquehue de Vitacura"
"Court 4","Club Manquehue de Vitacura"
"Central","Club Manquehue de Vitacura"
"Court 6","Club Manquehue de Vitacura"
"Court 7","Club Manquehue de Vitacura"
"Court 8","Club Manquehue de Vitacura"
"Cancha 11","Club Manquehue de Vitacura"
"Estadio Hernan Ramirez Villegas","Club Campestre de Pereira"
"Cancha 1","Club Campestre de Pereira"
"Cancha 2","Club Campestre de Pereira"
"Cancha 3","Club Campestre de Pereira"
"Cancha 4","Club Campestre de Pereira"
"Estadio","Club Campestre de Pereira"
"Cancha Central","Club Campestre de Pereira"
"Campo 1","Club Campestre de Pereira"
"Campo 2","Club Campestre de Pereira"
"Campo 3","Club Campestre de Pereira"
"Campo 4","Club Campestre de Pereira"
"Cancha Santiago Giraldo","Club Campestre de Pereira"
"Corner Arena","Padiglione Conza"
"Centrale","Padiglione Conza"
"Campo 1","Padiglione Conza"
"Court 2","Padiglione Conza"
"Court 3","Padiglione Conza"
"Court 4","Padiglione Conza"
"Court 5","Padiglione Conza"
"TC Cureglia Court 1","Padiglione Conza"
"TC Cureglia Court 2","Padiglione Conza"
"TC Lido Lugano","Padiglione Conza"
"Indoor 2","Padiglione Conza"
"Indoor 1","Padiglione Conza"
"Court Marc Gicquel","Tennis Club Saint-Brieuc"
"Center Court","Tennis Club Saint-Brieuc"
"Court 1","Tennis Club Saint-Brieuc"
"Court 2","Tennis Club Saint-Brieuc"
"Court 3","Tennis Club Saint-Brieuc"
"Court 4","Tennis Club Saint-Brieuc"
"Estadio Rafael Osuna","Centro Deportivo Chapultepec"
"Grandstand","Centro Deportivo Chapultepec"
"Estadio","Centro Deportivo Chapultepec"
"Central","Centro Deportivo Chapultepec"
"Cancha 1","Centro Deportivo Chapultepec"
"Cancha 2","Centro Deportivo Chapultepec"
"Cancha 3","Centro Deportivo Chapultepec"
"Cancha 4","Centro Deportivo Chapultepec"
"Central","Salinas Golf & Tennis Club"
"Cancha 3","Salinas Golf & Tennis Club"
"Cancha 4","Salinas Golf & Tennis Club"
"Cancha 5","Salinas Golf & Tennis Club"
"Court 3","Salinas Golf & Tennis Club"
"Court 4","Salinas Golf & Tennis Club"
"Court 5","Salinas Golf & Tennis Club"
"Cancha Central","Salinas Golf & Tennis Club"
"Court 1","Salinas Golf & Tennis Club"
"Cancha 1","Salinas Golf & Tennis Club"
"Cancha 2","Salinas Golf & Tennis Club"
"Cancha Central A. Gomez","Salinas Golf & Tennis Club"
"Cancha N. Lapenti","Salinas Golf & Tennis Club"
"Cancha R. Viver","Salinas Golf & Tennis Club"
"Cancha P. Segura","Salinas Golf & Tennis Club"
"Court 6","Tennis Sanremo"
"Court 5","Tennis Sanremo"
"Center Court","Tennis Sanremo"
"Centrale","Tennis Sanremo"
"Campo 1","Tennis Sanremo"
"Campo 2","Tennis Sanremo"
"Court Central","Monte-Carlo Country Club"
"Court Des Princes","Monte-Carlo Country Club"
"EA de Massy","Monte-Carlo Country Club"
"Court 9","Monte-Carlo Country Club"
"Court 11","Monte-Carlo Country Club"
"Court 14","Monte-Carlo Country Club"
"Court Rainier III","Monte-Carlo Country Club"
"Court 7","Monte-Carlo Country Club"
"Court 13","Monte-Carlo Country Club"
"Center","Payne Park Tennis Facility"
"Court 4","Payne Park Tennis Facility"
"Court 5","Payne Park Tennis Facility"
"Court 9","Payne Park Tennis Facility"
"Court 2","Payne Park Tennis Facility"
"Court 3","Payne Park Tennis Facility"
"Court 8","Payne Park Tennis Facility"
"Court 7","Payne Park Tennis Facility"
"Court 1","Payne Park Tennis Facility"
"Elizabeth Moore Court","Payne Park Tennis Facility"
"Remington Reynolds Court","Payne Park Tennis Facility"
"Nick Bollettieri Court","Payne Park Tennis Facility"
"Court 10","Payne Park Tennis Facility"
"Campo 5","Circolo Tennis Hugo Simmen"
"Center","Circolo Tennis Hugo Simmen"
"Court 3","Circolo Tennis Hugo Simmen"
"Court 4","Circolo Tennis Hugo Simmen"
"Grand Stand","Circolo Tennis Hugo Simmen"
"Indoor Angiulli Bari1","Circolo Tennis Hugo Simmen"
"Indoor Angiulli Bari2","Circolo Tennis Hugo Simmen"
"Indoor Angiulli Bari3","Circolo Tennis Hugo Simmen"
"Campo 1","Circolo Tennis Hugo Simmen"
"Campo 2","Circolo Tennis Hugo Simmen"
"Court 5","Circolo Tennis Hugo Simmen"
"Court 1","Circolo Tennis Hugo Simmen"
"Court 2","Circolo Tennis Hugo Simmen"
"Indoor","Circolo Tennis Hugo Simmen"
"Sporting 2","Circolo Tennis Hugo Simmen"
"Center Court","Club Campestre de Aguacalientes A.C.C."
"Court 1","Club Campestre de Aguacalientes A.C.C."
"Court 2","Club Campestre de Aguacalientes A.C.C."
"Court 3","Club Campestre de Aguacalientes A.C.C."
"Court 4","Club Campestre de Aguacalientes A.C.C."
"Cancha Central","Club Campestre de Aguacalientes A.C.C."
"Cancha 1","Club Campestre de Aguacalientes A.C.C."
"Cancha 2","Club Campestre de Aguacalientes A.C.C."
"Cancha 3","Club Campestre de Aguacalientes A.C.C."
"Cancha 4","Club Campestre de Aguacalientes A.C.C."
"OTP Court","Teniski Klub Split"
"Center Court","Teniski Klub Split"
"Court 3","Teniski Klub Split"
"Court 4","Teniski Klub Split"
"Court 1","Teniski Klub Split"
"Court 2","Teniski Klub Split"
"Center","Forestmeadows Tennis Center"
"Court 1","Forestmeadows Tennis Center"
"Court 4","Forestmeadows Tennis Center"
"Court 3","Forestmeadows Tennis Center"
"Stadium Court","Forestmeadows Tennis Center"
"Court 5","Forestmeadows Tennis Center"
"Court 2","Forestmeadows Tennis Center"
"Gene Cox Stadium","Forestmeadows Tennis Center"
"Center Court","TTF Istanbul Tenis Merkezi"
"Court A","TTF Istanbul Tenis Merkezi"
"Court B","TTF Istanbul Tenis Merkezi"
"Court C","TTF Istanbul Tenis Merkezi"
"Court 1","TTF Istanbul Tenis Merkezi"
"Court 2","TTF Istanbul Tenis Merkezi"
"Court 3","TTF Istanbul Tenis Merkezi"
"Court 6","TTF Istanbul Tenis Merkezi"
"Court 4","TTF Istanbul Tenis Merkezi"
"Court 5","TTF Istanbul Tenis Merkezi"
"Court Steigenberger","TTF Istanbul Tenis Merkezi"
"Court 7","TTF Istanbul Tenis Merkezi"
"Indoor 3","TTF Istanbul Tenis Merkezi"
"Indoor 2","TTF Istanbul Tenis Merkezi"
"Pamukspor 1","TTF Istanbul Tenis Merkezi"
"Indoor 1","TTF Istanbul Tenis Merkezi"
"Court 1","TTF Istanbul Tenis Merkezi"
"Court 9","TTF Istanbul Tenis Merkezi"
"Court 9","TTF Istanbul Tenis Merkezi"
"Centre Court","SC Ostrava"
"Court 3","SC Ostrava"
"Court 4","SC Ostrava"
"Center Court","Tennis Club Garden"
"Campo 3","Tennis Club Garden"
"Campo 5","Tennis Club Garden"
"Court 4","Tennis Club Garden"
"Campo Centrale","Tennis Club Garden"
"Court 3","Tennis Club Garden"
"FUSP Center Court","Tennis Club Garden"
"Decathlon Court","Tennis Club Garden"
"SICEurope Court","Tennis Club Garden"
"Court 6","Franklin Creek Tennis Center"
"Court 16","Franklin Creek Tennis Center"
"Court 15","Franklin Creek Tennis Center"
"Savannah Toyota Court","Franklin Creek Tennis Center"
"The Landings Club","Franklin Creek Tennis Center"
"Center Court","Franklin Creek Tennis Center"
"Landings Company Court","Franklin Creek Tennis Center"
"Atlantic Radiology Court","Franklin Creek Tennis Center"
"Court 6","Parc ded Sports de Marville"
"Court 1","Parc ded Sports de Marville"
"Court 2","Parc ded Sports de Marville"
"Court Central","Parc ded Sports de Marville"
"Court 4","Parc ded Sports de Marville"
"Indoor Central","Parc ded Sports de Marville"
"Indoor 1","Parc ded Sports de Marville"
"Indoor 2","Parc ded Sports de Marville"
"Centre Court","Danubis Tenniscenter Mauthausen"
"Court 1","Danubis Tenniscenter Mauthausen"
"Court 2","Danubis Tenniscenter Mauthausen"
"Cancha 3","Danubis Tenniscenter Mauthausen"
"Stadium","Danubis Tenniscenter Mauthausen"
"Court 1","Country Club Aixois"
"Court 3","Country Club Aixois"
"Court 5","Country Club Aixois"
"Court Smart Trade","Country Club Aixois"
"Court Nissan","Country Club Aixois"
"Court Central Cepac","Country Club Aixois"
"Court 2","Country Club Aixois"
"Court Credit Agricole","Country Club Aixois"
"Court Eiffage","Country Club Aixois"
"Center Court","Costa Verde Tenis Clube"
"Court 4","Costa Verde Tenis Clube"
"Court Ideal Groupe","Villa Primrose"
"Court 11","Villa Primrose"
"Court 12","Villa Primrose"
"Court Patrice Dominguez","Villa Primrose"
"Court 2","Villa Primrose"
"Indoors 16","Villa Primrose"
"Indoors 17","Villa Primrose"
"Indoors 18","Villa Primrose"
"Court 4","Villa Primrose"
"CENTRAL SCC FRANCE","Villa Primrose"
"CENTRAL BIS ALPHA HOLDING","Villa Primrose"
"COURT 11 OCI INFORMATIQUE","Villa Primrose"
"Center Court","Club de Tenis Coquimbo"
"Court 1","Club de Tenis Coquimbo"
"Court 3","Club de Tenis Coquimbo"
"Cancha 4","Club de Tenis Coquimbo"
"Court 2","Club de Tenis Coquimbo"
"Cancha Central","Club de Tenis Coquimbo"
"Cancha 2","Club de Tenis Coquimbo"
"Cancha 3","Club de Tenis Coquimbo"
"Court 11","National Tennis Center"
"Court 8","National Tennis Center"
"Court 7","National Tennis Center"
"Court 6","National Tennis Center"
"Court 5","National Tennis Center"
"Court 4","National Tennis Center"
"Court 3","National Tennis Center"
"Court 2","National Tennis Center"
"Court 10","National Tennis Center"
"Court 12","National Tennis Center"
"Court 9","National Tennis Center"
"Centre Court","National Tennis Center"
"Court 1","National Tennis Center"
"Court Central","Lagardere Paris Racing Club"
"Court 1","Lagardere Paris Racing Club"
"Court 2","Lagardere Paris Racing Club"
"Court 3","Lagardere Paris Racing Club"
"Court 1","Circolo Tennis Francavilla al Mare Sporting Club"
"Court 2","Circolo Tennis Francavilla al Mare Sporting Club"
"Court 3","Circolo Tennis Francavilla al Mare Sporting Club"
"Grandstand","Circolo Tennis Francavilla al Mare Sporting Club"
"Center Court","Circolo Tennis Francavilla al Mare Sporting Club"
"Court 6","TC RW-Troisdorf e.V"
"Court 1","TC RW-Troisdorf e.V"
"Court 7","TC RW-Troisdorf e.V"
"Court 8","TC RW-Troisdorf e.V"
"Court 5","TC RW-Troisdorf e.V"
"Centre Court 3","TC RW-Troisdorf e.V"
"Court 4","TC RW-Troisdorf e.V"
"Court 2","TC RW-Troisdorf e.V"
"Center Court","TC RW-Troisdorf e.V"
"B and B Court","TC RW-Troisdorf e.V"
"Court 1","TK Slovan Bratislava"
"Court 4","TK Slovan Bratislava"
"Court 6","TK Slovan Bratislava"
"Court 9","TK Slovan Bratislava"
"Central Court","TK Slovan Bratislava"
"Court 8","TK Slovan Bratislava"
"Court 11","TK Slovan Bratislava"
"Stadium","USTA National Campus"
"Court 5","USTA National Campus"
"Court 3","USTA National Campus"
"Court 1","USTA National Campus"
"Court 4","USTA National Campus"
"Court 2","USTA National Campus"
"Court 6","USTA National Campus"
"Indoor 2","USTA National Campus"
"Center Court","Tenisovy Klub Prostejov"
"Court 1","Tenisovy Klub Prostejov"
"Court 6","Tenisovy Klub Prostejov"
"Court 2","Tenisovy Klub Prostejov"
"Prostejov Arena","Tenisovy Klub Prostejov"
"Court 1","OWL Arena"
"Court 2","OWL Arena"
"Court 3","OWL Arena"
"Court 4","OWL Arena"
"Court 5","OWL Arena"
"Court 6","OWL Arena"
"Centre Court","OWL Arena"
"Schauinslandreisen Court","OWL Arena"
"OWL Arena","OWL Arena"
"Court 1","The Queen’s Club"
"Court 2","The Queen’s Club"
"Court 6","The Queen’s Club"
"ANDY MURRAY ARENA","The Queen’s Club"
"Court 5","CTC Corrientes Tennis Club"
"Court 2","CTC Corrientes Tennis Club"
"Court 6","CTC Corrientes Tennis Club"
"Court 1","CTC Corrientes Tennis Club"
"Court 3","CTC Corrientes Tennis Club"
"Court 4","CTC Corrientes Tennis Club"
"Center Court","CTC Corrientes Tennis Club"
"Estadio Leonardo Mayer","CTC Corrientes Tennis Club"
"Centre Court","Steffi-Graf Stadium"
"Court 2","Tennis Club Gaiba - Gaibledon"
"Court 1","Tennis Club Gaiba - Gaibledon"
"Center Court","Tennis Club Gaiba - Gaibledon"
"Court 4","Tennis Club Gaiba - Gaibledon"
"Court 3","Tennis Club Gaiba - Gaibledon"
"Court Diego Schwarzman","Tenis Club Argentino"
"Enrique Morea","Tenis Club Argentino"
"Cancha Central","Tenis Club Argentino"
"Cancha 2","Tenis Club Argentino"
"Cancha 3","Tenis Club Argentino"
"Court 1","AELTC Wimbledon Qualifying and Community Sports Centre"
"Court 2","AELTC Wimbledon Qualifying and Community Sports Centre"
"Court 3","AELTC Wimbledon Qualifying and Community Sports Centre"
"Court 4","AELTC Wimbledon Qualifying and Community Sports Centre"
"Court 5","AELTC Wimbledon Qualifying and Community Sports Centre"
"Court 7","AELTC Wimbledon Qualifying and Community Sports Centre"
"Court 8","AELTC Wimbledon Qualifying and Community Sports Centre"
"Court 9","AELTC Wimbledon Qualifying and Community Sports Centre"
"Court 10","AELTC Wimbledon Qualifying and Community Sports Centre"
"Stadium Court","AELTC Wimbledon Qualifying and Community Sports Centre"
"Court 12","AELTC Wimbledon Qualifying and Community Sports Centre"
"Court 13","AELTC Wimbledon Qualifying and Community Sports Centre"
"Court 14","AELTC Wimbledon Qualifying and Community Sports Centre"
"Court 15","AELTC Wimbledon Qualifying and Community Sports Centre"
"Court 16","AELTC Wimbledon Qualifying and Community Sports Centre"
"Court 18","AELTC Wimbledon Qualifying and Community Sports Centre"
"Court 6","AELTC Wimbledon Qualifying and Community Sports Centre"
"Court 17","AELTC Wimbledon Qualifying and Community Sports Centre"
"Show Court 1","AELTC Wimbledon Qualifying and Community Sports Centre"
"Court 11","AELTC Wimbledon Qualifying and Community Sports Centre"
"Center Court","Inacua Malaga"
"Court 1","Inacua Malaga"
"Court 2","Inacua Malaga"
"Court 3","Inacua Malaga"
"Court 2","Tennis Club de Troyes"
"Court 1","Tennis Club de Troyes"
"Court 3","Tennis Club de Troyes"
"Center Court","Tennis Club de Troyes"
"Indoor 1","Tennis Club de Troyes"
"Indoor 2","Tennis Club de Troyes"
"Court Amplitude","Tennis Club de Troyes"
"Intermarche","Tennis Club de Troyes"
"Cheurlin Dangin","Tennis Club de Troyes"
"Court 2","Salzburg Tennis Club"
"Court 1","Salzburg Tennis Club"
"Center Court","Salzburg Tennis Club"
"Court 3","Salzburg Tennis Club"
"Court 1","Tennis Club de Contrexeville"
"Court Central","Tennis Club de Contrexeville"
"Court 2","Tennis Club de Contrexeville"
"Court 3","Tennis Club de Contrexeville"
"Court 4","Tennis Club de Contrexeville"
"Center Court","Rome Tennis Center"
"Court 1","Rome Tennis Center"
"Court 3","Rome Tennis Center"
"Court 4","Rome Tennis Center"
"Court 5","Rome Tennis Center"
"Center Court","Am Rothenbaum"
"M1","Am Rothenbaum"
"M2","Am Rothenbaum"
"M3","Am Rothenbaum"
"Court 2","Am Rothenbaum"
"Court 1","Am Rothenbaum"
"M4","Am Rothenbaum"
"M5","Am Rothenbaum"
"Center","Pearson Automotive Tennis Club"
"Court 1","Pearson Automotive Tennis Club"
"Court 2","Pearson Automotive Tennis Club"
"Court 3","Pearson Automotive Tennis Club"
"Court 4","Pearson Automotive Tennis Club"
"Court 3","C.D. Open Tenis Ciudad de Pozoblanco"
"Court 4","C.D. Open Tenis Ciudad de Pozoblanco"
"Court 2","C.D. Open Tenis Ciudad de Pozoblanco"
"Court 1","C.D. Open Tenis Ciudad de Pozoblanco"
"Pista Fabian Dorado","C.D. Open Tenis Ciudad de Pozoblanco"
"Pista 2","C.D. Open Tenis Ciudad de Pozoblanco"
"Pista 4","C.D. Open Tenis Ciudad de Pozoblanco"
"Pista 3","C.D. Open Tenis Ciudad de Pozoblanco"
"Center Court","C.D. Open Tenis Ciudad de Pozoblanco"
"Center Court","Tampereen Tenniskeskus Oy"
